line_number,log_level,content_type,priority,manual_annotation_needed,original_log,category,message
16480,INFO,database_exception,3,True,"2025-07-25T00:36:10.858048,""> 2025-03-09T08:59:51.401Z  INFO 91406 --- [           main] o.e.jetty.server.AbstractConnector       : Started ServerConnector@24db6ce{HTTP/1.1, (http/1.1)}{0.0.0.0:52560}",database_exception,16480
16484,INFO,database_exception,3,True,"2025-07-25T00:36:10.858131,""> 2025-03-09T08:59:51.401Z  INFO 91406 --- [           main] o.e.jetty.server.AbstractConnector       : Started ServerConnector@24db6ce{HTTP/1.1, (http/1.1)}{0.0.0.0:52560}",database_exception,16484
16972,UNKNOWN,database_exception,3,True,"2025-07-25T00:36:34.249380,There are some client tests that start Tomcat with a specific SSL configuration and check that we can make SSL calls. They might provide a good starting point. See [`AbstractClientHttpRequestFactoryBuilderTests`](https://github.com/spring-projects/spring-boot/blob/4f757b5198b183096f22bdb1937d066881290ceb/spring-boot-project/spring-boot/src/test/java/org/springframework/boot/http/client/AbstractClientHttpRequestFactoryBuilderTests.java#L103-L150),unknown,github_issue,spring-projects/spring-boot,44629,Fix AliasX509ExtendedKeyManager to process both server and client aliases properly,https://github.com/spring-projects/spring-boot/pull/44629",database_exception,16972
17187,UNKNOWN,database_exception,3,True,Container batch-demo-mysql-1  Creating,database_exception,17187
17355,UNKNOWN,database_exception,3,True,<groupId>org.flywaydb</groupId>,database_exception,17355
17359,UNKNOWN,database_exception,3,True,<groupId>org.postgresql</groupId>,database_exception,17359
17360,UNKNOWN,database_exception,3,True,<artifactId>postgresql</artifactId>,database_exception,17360
17560,UNKNOWN,database_exception,3,True,"2025-07-25T00:38:34.394978,""which gives impression that create-drop will be applied by default only to the embedded database.",database_exception,17560
17561,UNKNOWN,database_exception,3,True,"However, sometime between Spring Boot 3.3.5 and 3.4.3 a change was made so that default value `create-drop` for `spring.jpa.hibernate.ddl-auto` was applied to all data sources whether they were embedded or not (if at least one of them was embedded), which is dangerous behaviour and can lead to unexpected data loss in production databases."",unknown,github_issue,spring-projects/spring-boot,44516,""When an application contains multiple DataSource beans, EntityManagerFactoryBuilder will default ddl-auto to a value that may only be appropriate for the primary DataSource"",https://github.com/spring-projects/spring-boot/issues/44516",database_exception,17561
17562,UNKNOWN,database_exception,3,True,"2025-07-25T00:38:35.460903,Please provide a minimal sample that reproduces the behavior you have described. There are too many unknowns at the moment in terms of how the two databases and the entity managers that depend on them are configured.,unknown,github_issue,spring-projects/spring-boot,44516,""When an application contains multiple DataSource beans, EntityManagerFactoryBuilder will default ddl-auto to a value that may only be appropriate for the primary DataSource"",https://github.com/spring-projects/spring-boot/issues/44516",database_exception,17562
17565,UNKNOWN,database_exception,3,True,"2025-07-25T00:38:35.461785,""However, it isn't immediately clear that a minor version update of Spring Boot can lead to data loss by simply altering the order of database configuration."",unknown,github_issue,spring-projects/spring-boot,44516,""When an application contains multiple DataSource beans, EntityManagerFactoryBuilder will default ddl-auto to a value that may only be appropriate for the primary DataSource"",https://github.com/spring-projects/spring-boot/issues/44516",database_exception,17565
17566,UNKNOWN,database_exception,3,True,"2025-07-25T00:38:35.461807,""At least we didn’t expect that a minor version update would damage our database (luckily it was just a test database), which has made us more cautious about similar changes in the future."",unknown,github_issue,spring-projects/spring-boot,44516,""When an application contains multiple DataSource beans, EntityManagerFactoryBuilder will default ddl-auto to a value that may only be appropriate for the primary DataSource"",https://github.com/spring-projects/spring-boot/issues/44516",database_exception,17566
17671,UNKNOWN,database_exception,3,True,runtimeOnly 'com.mysql:mysql-connector-j',database_exception,17671
17798,INFO,database_exception,3,True,"2025-07-25T00:38:51.002145,""Closing due to lack of requested feedback. If you would like us to look at this issue, please provide the requested information and we will re-open the issue."",unknown,github_issue,spring-projects/spring-boot,44504,Multiple http Requests are not handling,https://github.com/spring-projects/spring-boot/issues/44504",database_exception,17798
17993,UNKNOWN,database_exception,3,True,<!-- Database -->,database_exception,17993
17995,UNKNOWN,database_exception,3,True,<groupId>org.postgresql</groupId>,database_exception,17995
17996,UNKNOWN,database_exception,3,True,<artifactId>postgresql</artifactId>,database_exception,17996
18107,UNKNOWN,database_exception,3,True,Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)'],database_exception,18107
18108,UNKNOWN,database_exception,3,True,Database driver: undefined/unknown,database_exception,18108
18109,UNKNOWN,database_exception,3,True,Database version: 17.3,database_exception,18109
18117,WARN,database_exception,3,True,"2025-02-28T15:46:46.446+08:00  WARN 34080 --- [hr-management] [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning",database_exception,18117
18119,UNKNOWN,database_exception,3,True,Using generated security password: cb91fe05-d05d-4938-b77b-374fb51fdba9,database_exception,18119
18163,WARN,database_exception,3,True,"2025-02-28T15:46:46.446+08:00  WARN 34080 --- [hr-management] [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning",database_exception,18163
18170,WARN,database_exception,3,True,"2025-07-25T00:39:27.165584,Read https://github.com/spring-projects/spring-boot/issues/44419#issuecomment-2688767488 and I agree (unfortunately) that four properties are better.,unknown,github_issue,spring-projects/spring-boot,44470,""Add configuration properties for JdbcTemplate's ignoreWarnings, skipResultsProcess, skipUndeclaredResults, and resultsMapCaseInsensitive"",https://github.com/spring-projects/spring-boot/pull/44470",database_exception,18170
18171,WARN,database_exception,3,True,"2025-07-25T00:39:27.165847,""@quaff since you're a prolific contributor, can you please review [the polish commit](https://github.com/spring-projects/spring-boot/commit/0e09a2d25f8ff21a6314a83bd7e0df9e5185b2a6). We use standard patterns for configuration properties, when in doubt please look at other classes."",unknown,github_issue,spring-projects/spring-boot,44470,""Add configuration properties for JdbcTemplate's ignoreWarnings, skipResultsProcess, skipUndeclaredResults, and resultsMapCaseInsensitive"",https://github.com/spring-projects/spring-boot/pull/44470",database_exception,18171
18172,WARN,database_exception,3,True,"2025-07-25T00:39:27.166332,It matches the order in `JdbcTemplate`. I was mostly talking about the field descriptions that I had to rewrite,unknown,github_issue,spring-projects/spring-boot,44470,""Add configuration properties for JdbcTemplate's ignoreWarnings, skipResultsProcess, skipUndeclaredResults, and resultsMapCaseInsensitive"",https://github.com/spring-projects/spring-boot/pull/44470",database_exception,18172
18196,UNKNOWN,database_exception,3,True,"2025-07-25T00:39:32.541621,Could you please reconsider this PR based on the feedback provided here? I see that it was labeled `for: team-meeting` before being closed and I'm really curious to hear your take on this @philwebb.,unknown,github_issue,spring-projects/spring-boot,44465,Add support for auto-configuring SimpleMessageListenerContainer,https://github.com/spring-projects/spring-boot/pull/44465",database_exception,18196
18211,UNKNOWN,database_exception,3,True,"> Could you please reconsider this PR based on the feedback provided here? I see that it was labeled for: team-meeting before being closed and I'm really curious to hear your take on this @philwebb."",unknown,github_issue,spring-projects/spring-boot,44465,Add support for auto-configuring SimpleMessageListenerContainer,https://github.com/spring-projects/spring-boot/pull/44465",database_exception,18211
18223,UNKNOWN,database_exception,3,True,"All in all, I think this conversation has reached its course. If you want to amend your PR as I've suggested above, then please do so and I'll be happy to review it. Perhaps some more refinement will occur based on the code. And it is a first good step in what you're trying to achieve and that doesn't prevent us to keep refining it based on the community's feedback."",unknown,github_issue,spring-projects/spring-boot,44465,Add support for auto-configuring SimpleMessageListenerContainer,https://github.com/spring-projects/spring-boot/pull/44465",database_exception,18223
18259,UNKNOWN,database_exception,3,True,com					       jsonassert-1.5.3.jar			  spring-aspects-6.2.3.jar		   spring-jdbc-6.2.3.jar,database_exception,18259
18266,UNKNOWN,database_exception,3,True,istack-commons-runtime-4.1.2.jar	       junit-jupiter-params-5.11.4.jar		  spring-boot-starter-jdbc-3.4.3.jar	   tomcat-embed-core-10.1.36.jar,database_exception,18266
18296,UNKNOWN,database_exception,3,True,Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)'],database_exception,18296
18297,UNKNOWN,database_exception,3,True,Database driver: undefined/unknown,database_exception,18297
18298,UNKNOWN,database_exception,3,True,Database version: 2.3.232,database_exception,18298
18305,WARN,database_exception,3,True,"2025-03-01T10:11:16.497+08:00  WARN 329256 --- [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning",database_exception,18305
18327,WARN,database_exception,3,True,"2025-03-01T10:11:16.497+08:00  WARN 329256 --- [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning",database_exception,18327
18760,DEBUG,database_exception,3,True,"2025-07-25T00:40:09.347493,""As for the custom header that was our original intent but we got feedback and apparently that's not what people expect. Hopefully the """"traceresponse"""" will be more adopted in the future."",unknown,github_issue,spring-projects/spring-boot,44431,""Change X-Trace-Id response header in favour of """"traceresponse"""""",https://github.com/spring-projects/spring-boot/issues/44431",database_exception,18760
18813,UNKNOWN,database_exception,3,True,"BackOff fixedBackOff = new FixedBackOff(4500, 5);",database_exception,18813
18816,UNKNOWN,database_exception,3,True,"}, fixedBackOff);",database_exception,18816
18849,UNKNOWN,database_exception,3,True,"2025-07-25T00:40:21.716425,I personally lean towards adding the properties but not the customizer since replacing the `JdbcTemplate` bean entirely isn't that onerous. Flagging to see what others in the team think.,unknown,github_issue,spring-projects/spring-boot,44419,Some JdbcTemplate configuration properties are missing,https://github.com/spring-projects/spring-boot/issues/44419",database_exception,18849
18850,UNKNOWN,database_exception,3,True,"2025-07-25T00:40:21.717183,""Along these lines, I'm not sure about a single property as it creates a problem with switching things off. For example, if someone's set `spring.jdbc.template.results=skip-undeclared` how do we go back to the defaults? A `default` value in the enum would help with that, but then what does a value of `default, skip-undeclared` mean?"",unknown,github_issue,spring-projects/spring-boot,44419,Some JdbcTemplate configuration properties are missing,https://github.com/spring-projects/spring-boot/issues/44419",database_exception,18850
19050,UNKNOWN,database_exception,3,True,"2025-07-25T00:40:57.603860,""spring.data.mongodb.host | Mongo server host. Cannot be set with URI.",database_exception,19050
19051,UNKNOWN,database_exception,3,True,spring.data.mongodb.password | Login password of the mongo server. Cannot be set with URI.,database_exception,19051
19052,UNKNOWN,database_exception,3,True,spring.data.mongodb.replica-set-name | Required replica set name for the cluster. Cannot be set with URI.,database_exception,19052
19611,UNKNOWN,database_exception,3,True,"2025-07-25T00:42:01.058740,""Thanks Johnny, the condition could be further simplified. I've done that in [cacb3d4](https://github.com/spring-projects/spring-boot/commit/cacb3d4820ce1e3987d03fbb368926a18199db1e)"",unknown,github_issue,spring-projects/spring-boot,44320,Remove deprecated micrometer.observations.annotations.enabled,https://github.com/spring-projects/spring-boot/pull/44320",database_exception,19611
19717,UNKNOWN,database_exception,3,True,final List<String> hotelIds = this.companyViewRepository.findHotelCompanyIdsManagedByUser(userIdentifier);,database_exception,19717
19922,INFO,database_exception,3,True,[INFO] |  +- org.mongodb:mongodb-driver-reactivestreams:jar:5.0.1:compile,database_exception,19922
19923,INFO,database_exception,3,True,[INFO] |  |  +- org.mongodb:bson:jar:5.0.1:compile,database_exception,19923
19924,INFO,database_exception,3,True,[INFO] |  |  +- org.mongodb:mongodb-driver-core:jar:5.0.1:compile,database_exception,19924
19925,INFO,database_exception,3,True,[INFO] |  |  |  \- org.mongodb:bson-record-codec:jar:5.0.1:runtime,database_exception,19925
19927,INFO,database_exception,3,True,[INFO] |  +- org.mongodb:mongodb-driver-sync:jar:5.0.1:compile,database_exception,19927
19985,INFO,database_exception,3,True,[INFO] +- org.springframework.boot:spring-boot-starter-data-mongodb:jar:3.3.8:compile,database_exception,19985
19986,INFO,database_exception,3,True,[INFO] |  \- org.springframework.data:spring-data-mongodb:jar:4.3.8:compile,database_exception,19986
20103,INFO,database_exception,3,True,[INFO] |  \- com.maxmind.db:maxmind-db:jar:3.1.1:compile,database_exception,20103
20135,INFO,database_exception,3,True,[INFO] +- org.springframework.session:spring-session-data-mongodb:jar:3.3.5:compile,database_exception,20135
20136,INFO,database_exception,3,True,[INFO] |  \- com.google.code.findbugs:jsr305:jar:3.0.2:compile,database_exception,20136
20170,INFO,database_exception,3,True,[INFO] |  +- org.springframework.data:spring-data-mongodb:jar:4.3.8:compile,database_exception,20170
20173,INFO,database_exception,3,True,[INFO] |  |  \- org.mongodb:mongodb-driver-core:jar:5.0.1:compile,database_exception,20173
20174,INFO,database_exception,3,True,[INFO] |  |     \- org.mongodb:bson-record-codec:jar:5.0.1:runtime,database_exception,20174
20175,INFO,database_exception,3,True,[INFO] |  +- org.mongodb:mongodb-driver-reactivestreams:jar:5.0.1:compile,database_exception,20175
20176,INFO,database_exception,3,True,[INFO] |  |  +- org.mongodb:bson:jar:5.0.1:compile,database_exception,20176
20179,INFO,database_exception,3,True,[INFO] |  \- org.mongodb:mongodb-driver-sync:jar:5.0.1:compile,database_exception,20179
20267,INFO,database_exception,3,True,[INFO] +- org.springframework.boot:spring-boot-starter-data-mongodb:jar:3.3.8:compile,database_exception,20267
20389,INFO,database_exception,3,True,[INFO] |  \- com.maxmind.db:maxmind-db:jar:3.1.1:compile,database_exception,20389
20419,INFO,database_exception,3,True,[INFO] +- org.springframework.session:spring-session-data-mongodb:jar:3.3.5:compile,database_exception,20419
20420,INFO,database_exception,3,True,[INFO] |  \- com.google.code.findbugs:jsr305:jar:3.0.2:compile,database_exception,20420
20633,INFO,database_exception,3,True,[INFO] |  +- org.mongodb:mongodb-driver-reactivestreams:jar:5.0.1:compile,database_exception,20633
20634,INFO,database_exception,3,True,[INFO] |  |  +- org.mongodb:bson:jar:5.0.1:compile,database_exception,20634
20635,INFO,database_exception,3,True,[INFO] |  |  +- org.mongodb:mongodb-driver-core:jar:5.0.1:compile,database_exception,20635
20636,INFO,database_exception,3,True,[INFO] |  |  |  \- org.mongodb:bson-record-codec:jar:5.0.1:runtime,database_exception,20636
20638,INFO,database_exception,3,True,[INFO] |  +- org.mongodb:mongodb-driver-sync:jar:5.0.1:compile,database_exception,20638
20696,INFO,database_exception,3,True,[INFO] +- org.springframework.boot:spring-boot-starter-data-mongodb:jar:3.3.8:compile,database_exception,20696
20697,INFO,database_exception,3,True,[INFO] |  \- org.springframework.data:spring-data-mongodb:jar:4.3.8:compile,database_exception,20697
20814,INFO,database_exception,3,True,[INFO] |  \- com.maxmind.db:maxmind-db:jar:3.1.1:compile,database_exception,20814
20846,INFO,database_exception,3,True,[INFO] +- org.springframework.session:spring-session-data-mongodb:jar:3.3.5:compile,database_exception,20846
20847,INFO,database_exception,3,True,[INFO] |  \- com.google.code.findbugs:jsr305:jar:3.0.2:compile,database_exception,20847
20881,INFO,database_exception,3,True,[INFO] |  +- org.springframework.data:spring-data-mongodb:jar:4.3.8:compile,database_exception,20881
20884,INFO,database_exception,3,True,[INFO] |  |  \- org.mongodb:mongodb-driver-core:jar:5.0.1:compile,database_exception,20884
20885,INFO,database_exception,3,True,[INFO] |  |     \- org.mongodb:bson-record-codec:jar:5.0.1:runtime,database_exception,20885
20886,INFO,database_exception,3,True,[INFO] |  +- org.mongodb:mongodb-driver-reactivestreams:jar:5.0.1:compile,database_exception,20886
20887,INFO,database_exception,3,True,[INFO] |  |  +- org.mongodb:bson:jar:5.0.1:compile,database_exception,20887
20890,INFO,database_exception,3,True,[INFO] |  \- org.mongodb:mongodb-driver-sync:jar:5.0.1:compile,database_exception,20890
20978,INFO,database_exception,3,True,[INFO] +- org.springframework.boot:spring-boot-starter-data-mongodb:jar:3.3.8:compile,database_exception,20978
21100,INFO,database_exception,3,True,[INFO] |  \- com.maxmind.db:maxmind-db:jar:3.1.1:compile,database_exception,21100
21130,INFO,database_exception,3,True,[INFO] +- org.springframework.session:spring-session-data-mongodb:jar:3.3.5:compile,database_exception,21130
21131,INFO,database_exception,3,True,[INFO] |  \- com.google.code.findbugs:jsr305:jar:3.0.2:compile,database_exception,21131
21996,UNKNOWN,database_exception,3,True,"Would it be possible to allow users of spring to define additional appenders for structured logging in [DefaultLogbackConfiguration#apply](https://github.com/spring-projects/spring-boot/blob/60adee359a474a7a3edbb034998b335d714b0bc1/spring-boot-project/spring-boot/src/main/java/org/springframework/boot/logging/logback/DefaultLogbackConfiguration.java#L82) so that we can basically re-use the whole formatting logic or would you recommend a different approach?"",unknown,github_issue,spring-projects/spring-boot,44235,Support custom appenders with structured logging,https://github.com/spring-projects/spring-boot/issues/44235",database_exception,21996
22181,UNKNOWN,database_exception,3,True,"This happened with commit f5f888dbdd1b0398efa0292da06b56de03797670 which triggered a docs build that actually used afcc780e61167b55ecc599c240ef8f57de75d2bc."",unknown,github_issue,spring-projects/spring-boot,44204,Force specific hash when building a single docs branch,https://github.com/spring-projects/spring-boot/issues/44204",database_exception,22181
22189,UNKNOWN,database_exception,3,True,"2025-07-25T00:43:56.165989,""> Note: I recognize this is a managed dependency, but I've seen a couple issues recently (#41147 and #43686)  regarding ojdbc versions that seemed to suggest they may not be automatic. If they are, feel free to close this though!"",unknown,github_issue,spring-projects/spring-boot,44201,Upgrade Oracle Database JDBC Driver 23.7.0.25.01,https://github.com/spring-projects/spring-boot/issues/44201",database_exception,22189
22191,UNKNOWN,database_exception,3,True,"2025-07-25T00:43:56.166002,""version `23.7.0.25.01` was released on February 5th that fixes these problems. Figured I'd bring it up since `23.6.0.24.10` was part of the [3.5.0-M1](https://github.com/spring-projects/spring-boot/milestone/367) milestone in #43686, and it would probably be better to use the newer version `23.7.0.25.01` that doesn't introduce this bug."",unknown,github_issue,spring-projects/spring-boot,44201,Upgrade Oracle Database JDBC Driver 23.7.0.25.01,https://github.com/spring-projects/spring-boot/issues/44201",database_exception,22191
22372,UNKNOWN,database_exception,3,True,"2025-07-25T00:45:01.998513,Spring Boot itself doesn't support Cosmos DB at all. The support is [part of the Azure SDK for Java](https://github.com/Azure/azure-sdk-for-java/tree/main/sdk/spring/azure-spring-data-cosmos) and any issues with it should be reported there.,unknown,github_issue,spring-projects/spring-boot,44133,Spring boot 3.4.2 supported cosmos database version? Communication with application to database,https://github.com/spring-projects/spring-boot/issues/44133",database_exception,22372
22437,INFO,database_exception,3,True,[INFO]  > Pulled builder image 'paketobuildpacks/builder-jammy-full@sha256:5b3738739e97d37edb961773bf8d2c882914fa0e1e98c7f85b474d6a89a328b5',database_exception,22437
22456,INFO,database_exception,3,True,[INFO]  > Pulled builder image 'paketobuildpacks/builder-jammy-full@sha256:5b3738739e97d37edb961773bf8d2c882914fa0e1e98c7f85b474d6a89a328b5',database_exception,22456
22881,INFO,database_exception,3,True,"2025-07-25T00:46:26.908547,""Closing due to lack of requested feedback. If you would like us to look at this issue, please provide the requested information and we will re-open the issue."",unknown,github_issue,spring-projects/spring-boot,44045,""Cannot disable """"condition evaluation report"""""",https://github.com/spring-projects/spring-boot/issues/44045",database_exception,22881
22973,INFO,database_exception,3,True,"2025-07-25T00:46:29.922509,""Closing due to lack of requested feedback. If you would like us to look at this issue, please provide the requested information and we will re-open the issue."",unknown,github_issue,spring-projects/spring-boot,44048,Missing Logs in Catch Blocks When Using Structured Logging (ECS Format) in Spring Boot 3.4.x,https://github.com/spring-projects/spring-boot/issues/44048",database_exception,22973
23698,UNKNOWN,database_exception,3,True,"2025-07-25T00:47:27.985607,""However, I don't think it's necessary as they all have equivalent `spring.datasource.*` properties that are preferred. @snicoll's more familiar than I am with the subtleties here with things like `jdbc-url` vs `url`. Does this sound right to you, Stephane?",database_exception,23698
23703,DEBUG,database_exception,3,True,"2025-07-25T00:47:28.892256,""That shouldn't be the case. Perhaps you could look at the condition evaluation report (launch your app with `--debug`) to identify why `JdbcClientAutoConfiguration` wasn't used.",database_exception,23703
23705,UNKNOWN,database_exception,3,True,"If that doesn't help and you would like us to spend some more time investigating, please spend some time providing a complete yet minimal sample that reproduces the problem. You can share it with us by pushing it to a separate repository on GitHub or by zipping it up and attaching it to this issue."",unknown,github_issue,spring-projects/spring-boot,43987,JdbcClient should be avaiable when Spring JDBC and Jdbc Drivers in the classpath,https://github.com/spring-projects/spring-boot/issues/43987",database_exception,23705
23707,UNKNOWN,database_exception,3,True,"2025-07-25T00:47:28.893099,""JdbcClientAutoConfiguration:",database_exception,23707
23709,UNKNOWN,database_exception,3,True,"- @ConditionalOnSingleCandidate (types: org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplate; SearchStrategy: all) did not find any beans (OnBeanCondition)"",unknown,github_issue,spring-projects/spring-boot,43987,JdbcClient should be avaiable when Spring JDBC and Jdbc Drivers in the classpath,https://github.com/spring-projects/spring-boot/issues/43987",database_exception,23709
23710,UNKNOWN,database_exception,3,True,"2025-07-25T00:47:28.893127,""JdbcTemplateAutoConfiguration:",database_exception,23710
23714,UNKNOWN,database_exception,3,True,"- @ConditionalOnClass found required classes 'javax.sql.DataSource', 'org.springframework.jdbc.core.JdbcTemplate' (OnClassCondition)"",unknown,github_issue,spring-projects/spring-boot,43987,JdbcClient should be avaiable when Spring JDBC and Jdbc Drivers in the classpath,https://github.com/spring-projects/spring-boot/issues/43987",database_exception,23714
23715,UNKNOWN,database_exception,3,True,"2025-07-25T00:47:28.893265,- @ConditionalOnSingleCandidate (types: org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplate; SearchStrategy: all) did not find any beans (OnBeanCondition),unknown,github_issue,spring-projects/spring-boot,43987,JdbcClient should be avaiable when Spring JDBC and Jdbc Drivers in the classpath,https://github.com/spring-projects/spring-boot/issues/43987",database_exception,23715
23716,UNKNOWN,database_exception,3,True,"2025-07-25T00:47:28.893289,""- @ConditionalOnClass found required classes 'javax.sql.DataSource', 'org.springframework.jdbc.core.JdbcTemplate' (OnClassCondition)"",unknown,github_issue,spring-projects/spring-boot,43987,JdbcClient should be avaiable when Spring JDBC and Jdbc Drivers in the classpath,https://github.com/spring-projects/spring-boot/issues/43987",database_exception,23716
23744,UNKNOWN,database_exception,3,True,@Constraint(validatedBy = RequiredSizeValidator.class),database_exception,23744
24029,UNKNOWN,database_exception,3,True,"2025-07-25T00:48:06.631101,""https://github.com/quartznet/quartznet/blob/b9574e915496487e9f031174a61efc2ba572433d/database/tables/tables_sqlServer.sql shows that the SQL Server script requires replacing `enter_db_name_here` manually, so we need to make a copy of the script in our project for it to work.",database_exception,24029
24031,WARN,database_exception,3,True,"If this modification is not satisfactory, feel free to edit it; my goal is simply to inform the next person using SQL Server that there is no easy way of using this property."",unknown,github_issue,spring-projects/spring-boot,43955,Warn that some Quartz database schema scripts must be modified before use,https://github.com/spring-projects/spring-boot/pull/43955",database_exception,24031
24032,WARN,database_exception,3,True,"2025-07-25T00:48:06.631152,""that we prefer to use. However, if the upgrade is more involved (such as requiring"",unknown,github_issue,spring-projects/spring-boot,43955,Warn that some Quartz database schema scripts must be modified before use,https://github.com/spring-projects/spring-boot/pull/43955",database_exception,24032
24125,UNKNOWN,database_exception,3,True,implementation 'org.springframework.boot:spring-boot-starter-jdbc',database_exception,24125
24129,UNKNOWN,database_exception,3,True,runtimeOnly 'com.microsoft.sqlserver:mssql-jdbc',database_exception,24129
24152,UNKNOWN,database_exception,3,True,implementation 'org.springframework.boot:spring-boot-starter-jdbc',database_exception,24152
24179,UNKNOWN,database_exception,3,True,"2025-07-25T00:48:16.331813,""You can find the reproducer at https://github.com/ZIRAKrezovic/nestedbinder",database_exception,24179
24243,INFO,database_exception,3,True,"2025-07-25T00:48:28.795290,""Closing due to lack of requested feedback. If you would like us to look at this issue, please provide the requested information and we will re-open the issue."",unknown,github_issue,spring-projects/spring-boot,43935,content-length header is missing on delete api after upgrading java services to spring boot version : 3.4.1,https://github.com/spring-projects/spring-boot/issues/43935",database_exception,24243
24424,UNKNOWN,database_exception,3,True,"2025-07-25T00:49:03.897910,""That's a very opinionated statement that we can't really make. If Spring Data JDBC fits well with your data model, we would certainly advise anyone to use it."",unknown,github_issue,spring-projects/spring-boot,43899,Buggy Hibernate,https://github.com/spring-projects/spring-boot/issues/43899",database_exception,24424
24498,UNKNOWN,database_exception,3,True,"2025-07-25T00:49:13.601507,We have an application that exposes some APIs with spring boot 3.2.3.,unknown,github_issue,spring-projects/spring-boot,43888,Recursive queries with h2 db is not working with spring boot 3.4. It was working with spring boot 3.2.3,https://github.com/spring-projects/spring-boot/issues/43888",database_exception,24498
24500,UNKNOWN,database_exception,3,True,"2025-07-25T00:49:14.273592,Spring Boot itself isn't involved in turning JPA queries in database-specific SQL. It's Hibernate that does that. Changing the Spring Boot version from 3.2.3 to 3.4.0 will have upgraded Hibernate from 6.4.4 to 6.6.2. I suspect that's the cause of the problem.,unknown,github_issue,spring-projects/spring-boot,43888,Recursive queries with h2 db is not working with spring boot 3.4. It was working with spring boot 3.2.3,https://github.com/spring-projects/spring-boot/issues/43888",database_exception,24500
24501,UNKNOWN,database_exception,3,True,"2025-07-25T00:49:14.273612,""I'd recommend spending some time creating a minimal example the reproduces the problem. You can then hopefully narrow down the cause by overriding the version of Hibernate and perhaps of H2 as well. I would also look at whether you're using H2 in Oracle compatibility mode and the dialect that Hibernate's using as these setting will influence its SQL generation.",database_exception,24501
24503,UNKNOWN,database_exception,3,True,"Having done this, you may have learned how to modify your application to accommodate some changes in Hibernate. Alternatively, you may have found a bug in Hibernate in which case I'd recommend opening a Hibernate issue with a minimal sample that demonstrates the problem. If the investigation doesn't get you anywhere, I'd recommend asking a question on Stack Overflow, sharing your minimal example, to get some further guidance from the community."",unknown,github_issue,spring-projects/spring-boot,43888,Recursive queries with h2 db is not working with spring boot 3.4. It was working with spring boot 3.2.3,https://github.com/spring-projects/spring-boot/issues/43888",database_exception,24503
24504,UNKNOWN,database_exception,3,True,"2025-07-25T00:49:14.273986,With h2 at version 2.2.224 it still works.,unknown,github_issue,spring-projects/spring-boot,43888,Recursive queries with h2 db is not working with spring boot 3.4. It was working with spring boot 3.2.3,https://github.com/spring-projects/spring-boot/issues/43888",database_exception,24504
24678,UNKNOWN,database_exception,3,True,"2025-07-25T00:49:51.661860,You DO NOT need to raise an issue for a managed dependency version upgrade as there's a semi-automatic process for checking managed dependencies for new versions before a release. BUT pull requests for upgrades that are more involved than just a version property change are still most welcome.,unknown,github_issue,spring-projects/spring-boot,43851,Introduce spring.data.mongodb.protocol to allow the MongoDB protocol to be customized when not using spring.data.mongodb.uri,https://github.com/spring-projects/spring-boot/issues/43851",database_exception,24678
24680,UNKNOWN,database_exception,3,True,"are using. If possible, please provide a test case or sample application that reproduces"",unknown,github_issue,spring-projects/spring-boot,43851,Introduce spring.data.mongodb.protocol to allow the MongoDB protocol to be customized when not using spring.data.mongodb.uri,https://github.com/spring-projects/spring-boot/issues/43851",database_exception,24680
24682,UNKNOWN,database_exception,3,True,"be a solution, or there may be a way to solve it that you hadn't considered."",unknown,github_issue,spring-projects/spring-boot,43851,Introduce spring.data.mongodb.protocol to allow the MongoDB protocol to be customized when not using spring.data.mongodb.uri,https://github.com/spring-projects/spring-boot/issues/43851",database_exception,24682
24683,UNKNOWN,database_exception,3,True,"2025-07-25T00:49:52.312969,""This is similar to https://github.com/spring-projects/spring-boot/issues/17215, but the proposal there was to inject the separate properties into the URI. This was rejected as it would be a breaking change that would prevent the URI being used to override any other settings. We can consider introducing a `protocol` property for those who prefer to use the separate properties. It would be ignored when `spring.data.mongodb.uri` is specified.",database_exception,24683
24686,UNKNOWN,database_exception,3,True,"2025-07-25T00:49:52.313353,""However, it's a bit unfortunate that mongodb+srv can't be used unless it's through the URI."",unknown,github_issue,spring-projects/spring-boot,43851,Introduce spring.data.mongodb.protocol to allow the MongoDB protocol to be customized when not using spring.data.mongodb.uri,https://github.com/spring-projects/spring-boot/issues/43851",database_exception,24686
